acid,epoxide,tg,std
Cc1ccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c(C)c1,Cc1ccc(CN2CCc3c(cccc3OCC3CO3)C2)c(OCC2CO2)c1,437.4041,28.253
CN(CCN(C)C1CC1)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(Nc1cccc(OCC2CO2)c1)c1cccc(OCC2CO2)c1,416.7125,19.0851
O=C(O)CC(=Cc1cccc(C(=O)O)c1)c1nc2ccccc2o1,C#CCNC(=O)COC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,409.1572,22.3513
CCN(CC1CCN(C(=O)COCCC(=O)O)CC1)C(=O)COCCC(=O)O,O=C(Cc1ccc(NCc2ccc(COCC3CO3)cc2)cc1)NCCOCC1CO1,392.9247,12.431
Cc1cccc(N(CCCOCC(=O)O)CCOCC(=O)O)n1,O=C(O)c1cccc(C(=O)N(CC2CO2)CC2CO2)n1,436.9152,31.6237
Cc1ccn(CC(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)n1,O=C(OCCN1C(=O)c2ccccc2C1=O)c1cc(OCC2CO2)cc(OCC2CO2)c1,435.9117,14.1559
CCC(C)(C)CNC(=O)C(CCC(=O)O)CCC(=O)O,O=C(c1cccn1CC1CO1)N1CCCN(CC2CO2)CC1,416.9816,38.046
CC(C)(CCC(=O)O)C(=O)NCCCNCCCC(=O)O,CCNC(=O)CCC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,364.4611,15.9443
Cc1ccc(OCCNCCNC(=O)C(CCC(=O)O)CCC(=O)O)cc1,COC(=O)c1ccc(OCC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,391.6292,21.2263
CN(CCCCNC(=O)N(CCC(=O)O)CCC(=O)O)C1CC1,CC(=O)Nc1cc(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1C,428.1309,21.4494
O=C(O)CC(=O)Nc1ccc(O)c(C(=O)N2CCC(CC(=O)O)CC2)c1,CC(=O)c1ccccc1OCCOC(=O)c1cc(OCC2CO2)c2ccccc2c1OCC1CO1,451.3837,41.1422
COc1cc(NC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc(OC)c1,O=C(CCCOCC1CO1)NCC1CCN(CCOCC2CO2)CC1,412.1529,32.5263
O=C(O)CCC(CCC(=O)O)C(=O)NCCCCCCNCC(=O)NC1CC1,O=C1c2cccc3cc(OCC4CO4)cc(c23)C(=O)N1c1ccccc1OCC1CO1,411.4372,22.128
CCOc1cnc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cn1,Cc1ccncc1NC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1,462.4255,41.4856
O=C(O)CCCNC(=O)C(=O)NCC1(C(=O)O)CCC1,Cc1cc(C(=O)N2CCN(C(=O)c3ccc(OCC4CO4)cc3OCC3CO3)CC2)c(C)o1,428.7626,30.0478
CN1CCN(C(=O)CCNC(=O)N(CCC(=O)O)CCC(=O)O)CC1,Nc1cccc(CC(=O)NCc2cccc(OCC3CO3)c2OCC2CO2)c1,392.7189,11.3036
COc1ccc(C(=O)N(CCOCCOCC(=O)O)CCOCC(=O)O)c(OC)c1,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1)NCC(=O)NCCO,388.5118,27.6069
CC(=O)CCCC(=O)Nc1cc(COCC(=O)O)cc(COCC(=O)O)c1,CCOc1ccc(C=NNC(=O)c2ccc(OCC3CO3)cc2)c(OCC2CO2)c1,407.8475,41.3605
Cn1nc(CNc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c2ccccc21,Cc1cc(OCC2CO2)c(C(C)C)cc1C(=O)N(C)Cc1ccc(OCC2CO2)cc1,449.4276,28.5809
CC(C)(C#N)c1ccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)cc1,N#Cc1ccc(CNC(=O)CN(CC2CO2)CC2CO2)cc1,410.4192,20.2455
O=C(O)c1ccc(C(O)c2ccc(C(=O)O)cc2)cc1,COc1ccc(CCNC(=O)c2cnc3cc(OCC4CO4)ccc3c2)cc1OCC1CO1,446.3658,37.4624
O=C(O)CCC(CCC(=O)O)C(=O)OCC(=O)N1CCNC1=O,C(CCCCCCCCOCC1CO1)CCCCCCCCOCC1CO1,336.4962,9.487
O=C(O)COCCCOCC(=O)O,CCc1cc(C(=O)N(C)Cc2ccc(OCC3CO3)c(OC)c2)ccc1OCC1CO1,403.2715,13.4245
Cc1cc2cc(NCC(=O)N(CCC(=O)O)CCC(=O)O)ccc2n(C)c1=O,CCc1cc(C(=O)Nc2ccc(OCC3CO3)c(OC)c2)ccc1OCC1CO1,444.0991,9.6773
O=C(O)COCc1ccc(NC(=O)Nc2ccc3c(c2)oc2ccccc23)cc1COCC(=O)O,c1ccc(CNCc2cc(OCC3CO3)cc(CNCc3ccccc3)c2OCC2CO2)cc1,414.9673,19.1929
O=C(O)CCCCC(=O)N1CCC(O)(CNC(=O)CCCC(=O)O)CC1,COc1cc(CNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)ccn1,427.7267,9.9099
COCCCC(=O)N(CCC(=O)O)CC(=O)O,CN(CCC1CO1)C(=O)Cc1ccc(OCC2CO2)cc1,402.157,27.6765
O=C(O)CCNC(=O)C(CCC(=O)O)c1ccccc1,c1cc(COCC2CO2)cc(N2CCN(CCOCC3CO3)CC2)n1,406.6287,27.4471
CC(C)N(C)C(=O)N(CCC(=O)O)CCC(=O)O,O=Cc1cccc(OCC(=O)N(CC2CO2)CC2CO2)c1,415.3098,11.6056
N#Cc1ccc(N2CCC(CCOCC(=O)O)CC2)c(COCC(=O)O)c1,Cc1cc(OCC2CO2)ccc1NC(=O)Cc1ccc(C)c(OCC2CO2)c1,426.0521,19.5948
COc1ccc(C2(C(=O)N(CCC(=O)O)CCC(=O)O)CCCCC2)cc1,CCOc1ccc(C(=O)NC(C(=O)N(CC2CO2)CC2CO2)C(C)C)cc1,429.5518,29.489
O=C(O)CCNc1nc2ccccc2nc1NCCC(=O)O,O=C(Nc1cccc(NC(=O)C2CCCCC2)c1)c1ccc(OCC2CO2)cc1OCC1CO1,451.5959,16.6974
COc1ccc(NC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)c(C)c1,CN(C)CCc1ccccc1NC(=O)C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,396.1414,23.3586
O=C(O)COCCCCCCNC(=O)CCCCOCC(=O)O,CCc1ccc(C(=O)N2CCc3ccc(OCC4CO4)cc3C2)c(OCC2CO2)c1,399.3328,14.1084
O=C(O)COCC(COCC(=O)O)NC(=O)CCCc1ccccc1,CC(C)CCCCCC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,359.8435,16.6882
CCOc1cccc(NC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)c1,O=C(Cc1cc2ccccc2c(OCC2CO2)n1)NCCc1ccc(OCC2CO2)cc1,428.7662,15.672
Cn1cc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cn1,COc1cc(CNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc(OC)c1OC,468.3215,20.9859
C#Cc1ccc(C(=O)NCCCNCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1ccc(CN(CCCOCC2CO2)CCOCC2CO2)c(OC)c1,354.4946,20.7062
CCCCCCCCC(=O)Nc1ccc(COCC(=O)O)c(COCC(=O)O)c1,Cc1cc(C)c(OCCN(CC2CO2)CC2CO2)c(C)c1,373.3836,22.1818
O=C(O)CCCCC(=O)N(CCC(=O)O)CCc1ccccc1,N#Cc1cc(OCC2CO2)cc(C(=O)N2CCN(C(=O)c3ccc(OCC4CO4)cc3)CC2)c1,433.309,44.3408
O=C(O)COCCOCCNC(=O)COc1ccc(COCC(=O)O)cc1,COc1cccc(NC(=O)c2cc(C(C)C)c(OCC3CO3)cc2C)c1OCC1CO1,413.2088,26.6178
Cc1ccc(OCC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)c(C)c1,CC(CCNC(=O)c1ccc(OCC2CO2)cc1)NC(=O)CCC1CO1,401.9582,21.1764
COc1cc(CCNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)ccc1O,O=C(O)CNC(=O)CNC(=O)Cc1ccc(OCC2CO2)c(OCC2CO2)c1,459.3573,33.9431
Cn1c(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)cc2ccccc2c1=O,CCn1c(OCC2CO2)nc2ccc(C(=O)NCc3ccc(OCC4CO4)cc3)cc21,464.6063,25.723
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)c2cc(N3CCCC3)ccn2)cc1,O=C(CCCCCOCC1CO1)NCCOCC1CO1,398.2122,21.2323
O=C(O)COCC(COCC(=O)O)NC(=O)Nc1cccc(C(=O)N2CCOCC2)c1,CCN(CC)CCOC(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,384.9395,17.1579
O=C(O)CCCNCc1cccc(C(=O)O)c1,COCCNC(=O)CNC(=O)c1c(OCC2CO2)cccc1OCC1CO1,396.7583,17.7658
O=C(O)CCCCCCN1CCN(C(=O)c2cccn2CCC(=O)O)CC1,Cc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCc2ccccc2)ccc1OCC1CO1,413.9626,22.0171
Cc1cc(C(=O)NC(COCC(=O)O)COCC(=O)O)nc2ccccc12,COc1cccc(C(=O)OC(C)C(=O)N(CC2CO2)CC2CO2)c1,411.1531,18.0259
CN(C(=O)C(CCC(=O)O)CCC(=O)O)C1CCN(c2ccccc2)CC1,CCC(=O)c1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,481.3116,33.335
O=C(O)CCN(CCCC1CCCC1)CCC(=O)O,COc1cc(CCOCC2CO2)ccc1NC(=O)c1ccc(OC)c(OCCOCC2CO2)c1,365.3225,13.4208
O=C(O)CCc1cccc(NC(=O)CC2(C(=O)O)CCCC2)c1,Cc1ccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c(C(N)=O)c1,478.4559,23.736
Cc1cc(NC(=O)CC2(C(=O)O)Cc3ccccc3C2)ccc1C(=O)O,COC(=O)c1ccc(OCC2CO2)c(NC(=O)Cc2cc(OC)c(OCC3CO3)c(OC)c2)c1,493.8497,25.2352
O=C(O)CCCC=CCC=CCCCCC(=O)O,CC(C)CNC(=O)c1ccccc1NC(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,350.64,27.3912
CN(CC(=O)NC1CC1)CC(=O)N(CCC(=O)O)CCC(=O)O,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1)NCCN1Cc2ccccc2C1,386.4148,25.1202
CC(C)c1cccc(NC(=O)CN(CCOCC(=O)O)CCOCC(=O)O)c1,COc1ccc(OCCOC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc1,374.5079,22.0746
O=C(O)COCc1cc(COCC(=O)O)cc(NC(=O)c2ccc(Cn3ccnn3)cc2)c1,COc1ccccc1NC(=O)c1ccc(NC(=O)C(CC2CO2)CC2CO2)cc1,448.9914,34.2178
COc1ccc(C(=O)NOCCCC(=O)O)c(OCCC(=O)O)c1,O=C(NCCO)C1CCN(C(=O)c2c(OCC3CO3)cccc2OCC2CO2)CC1,417.6056,19.0448
O=C(O)CCN(CCC(=O)O)C(=O)Nc1cnn(Cc2cccnc2)c1,O=C(c1cccc(OCC2CO2)c1)N1CCN(Cc2cc3c(cc2OCC2CO2)OCO3)CC1,461.1677,28.893
CN(C)C(=O)CNCCCCCCNC(=O)C(CCC(=O)O)CCC(=O)O,CCOc1ccccc1CCNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,383.8554,21.1849
O=C(O)COCCCN(CCOCC(=O)O)C(=O)Nc1ccccc1COc1ccccc1,CCCOc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,414.3581,20.5799
CC(C)(C)c1cc(NC(=O)COCC(=O)O)cc(NC(=O)COCC(=O)O)c1,COc1cccc(CN2CCN(C(=O)c3ccc(C)c(OCC4CO4)c3OCC3CO3)CC2)c1,431.36,34.2751
O=C(O)COCCNC(=O)C1CCN(CCOCC(=O)O)CC1,CCOc1ccc(CN2CC=C(c3ccc(OCC4CO4)cc3)CC2)c(OCC2CO2)c1,372.7409,7.9202
COc1cc(C(=O)O)ccc1NN=Cc1cn(CC(=O)O)c2ccccc12,COc1ccccc1CNC(=O)COC(=O)c1cc(OCC2CO2)ccc1OCC1CO1,411.358,20.7051
O=C(O)CCN(CCC(=O)O)Cc1cccc(C(=O)Nc2ccccc2)c1,CC(CCNC(=O)c1ccccc1OCC1CO1)NC(=O)c1ccccc1OCC1CO1,424.4706,15.5693
CCNC(=O)Nc1cccc(NC(=O)N(CCCOCC(=O)O)CCOCC(=O)O)c1C,O=C(Nc1ccc2ncccc2c1)c1cccc(OCC2CO2)c1OCC1CO1,446.5023,12.0373
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NCc1cccc(NC(=O)C2CCCCC2)c1,COc1ccccc1C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,431.2425,31.1903
NC(=O)C1CCN(c2ncccc2CNC(=O)C(CCC(=O)O)CCC(=O)O)CC1,Cc1cc(C)cc(NCC(=O)N(CC2CO2)CC2CO2)c1,426.4621,20.6443
Cc1cccc(NC(=O)NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c1C,Cc1cc(NC(=O)c2cncc(OCC3CO3)c2)cc(OCC2CO2)c1,503.5915,45.7328
CCOc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1)CC2,CCOc1cc(CN(C)CCc2ccccc2OCC2CO2)ccc1OCC1CO1,405.2787,30.8903
COC(=O)c1cc(NC(=O)NCCC(C)(C)C(=O)O)ccc1C(=O)O,COc1cc(CNc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1C,437.4169,21.9143
COc1ncccc1CCNC(=O)N(CCC(=O)O)CCC(=O)O,O=C(Nc1cccc(CNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccco1,420.8584,21.8839
Cc1ccc(CCCN(CCC(=O)O)CCC(=O)O)cn1,O=C(c1ccc(OCC2CO2)cc1OCC1CO1)N1CCN(Cc2cccc3ccccc23)CC1,389.856,14.1956
CNCc1ccc(NC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc1,O=C(OCCOC(=O)c1cccc(OCC2CO2)c1OCC1CO1)c1ccccc1,418.635,22.924
CN(Cc1ccccc1N(C)C)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(NCc1cccc(OCC2CO2)c1OCC1CO1)c1cccc(OC2CCCC2)c1,439.0717,22.4229
Cn1ccc(CN2CCC(NC(=O)C(CCC(=O)O)CCC(=O)O)CC2)n1,O=C(CCn1cccc1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,432.9198,21.7439
COc1ccc(NC(=O)C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccc(CN2CCCC2=O)cc1,423.1738,30.772
Cc1ccc(NC(=O)CN(C)C(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)cc1,COc1ccc(OC)c(NC(=O)C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,469.3025,20.3774
COc1ccccc1C1(CNC(=O)N(CCC(=O)O)CCC(=O)O)CCC1,O=C(Cc1ccc(OCC2CO2)cc1)N1CCC(CNCC2CO2)CC1,434.056,21.8635
COc1cc(CCC(=O)O)cc(CN2CCC(CC(=O)O)CC2)c1O,O=C(OCCO)c1ccc(OCC2CO2)cc1OCC1CO1,398.3977,4.9765
COc1ccc(CCCC(=O)NC(CC(=O)O)C(=O)O)cc1,COCc1cc(NC(=O)Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc(C(=O)O)c1,440.6382,27.1637
O=C(O)CCOCCNC(=O)c1cn(CCC(=O)O)nn1,COc1ccc(CCNC(=O)C(CC2CO2)CC2CO2)cc1OC,390.6579,5.0941
COc1cc(CNC(CCC(=O)O)C(=O)O)cc(OC)c1,CNC(=O)COc1ccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1OC,406.9527,28.9465
O=C(O)CCN(CCC(=O)O)C(=O)C1CCN(Cc2ccccc2)CC1,CC1CCN(C(=O)c2ccccc2NC(=O)C(CC2CO2)CC2CO2)CC1,416.4627,23.6088
C=Cc1ccc(CCNC(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(Oc1ccc(OCC2CO2)cc1)c1ccc(CNC(=O)C2CO2)cc1,407.7134,24.1672
O=C(O)COCc1ccc(OCC(=O)Nc2cnccc2COCC(=O)O)cc1,CCNC(Cc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,390.7386,27.333
Cc1cccc(NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c1C,COC(=O)c1ccccc1OCCN(CCCOCC1CO1)CCOCC1CO1,429.502,16.1532
CC(=O)c1ccccc1C(=O)Nc1cc(COCC(=O)O)cc(COCC(=O)O)c1,COc1cc(C(=O)OCCCn2c(OCC3CO3)nc3ccccc32)ccc1OCC1CO1,453.8289,8.5597
O=C(O)CCC(CCC(=O)O)C(=O)N1CCNCc2ccccc21,c1cnc2c(CN(CC3CO3)CC3CO3)cccc2c1,388.8578,17.8587
CCCN(CCC)C(=O)c1ccc(NC(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)N(CCO)CCO,473.81,42.2085
CCC1(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)CCC1,O=C(OCC(=O)N1CCCC1)c1cc(OCC2CO2)cc(OCC2CO2)c1,413.276,31.4567
COCc1cccc(CNC(=O)N(CCC(=O)O)CCC(=O)O)c1,O=C(c1ccccc1)C1CCN(C(=O)c2ccc3ccc(OCC4CO4)cc3c2OCC2CO2)CC1,431.6151,16.2128
COCCOc1ccc(NC(=O)N(CCOCC(=O)O)CCOCC(=O)O)c(C)c1,CCOC(=O)CCCCCOC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,372.672,22.8233
COC(=O)c1ccc(Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)o1,O=C(c1c(OCC2CO2)cccc1OCC1CO1)N1CCC(CCCN2CCCC2)CC1,455.8146,60.3445
O=C(O)CCN(CCC(=O)O)C(=O)NCCn1cnc2ccccc21,N#Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(OCC4CO4)cc3)CC2)cc1OCC1CO1,432.0173,15.9536
CC(C)Oc1cncc(C(=O)N(CCC(=O)O)CCC(=O)O)c1,O=C(Nc1cccc(OCc2cccnc2)c1)C(CC1CO1)CC1CO1,414.1312,32.4166
CCCC(=O)N1CCC(CNCC(=O)N(CCC(=O)O)CCC(=O)O)CC1,COc1ccc(CN(C)C(=O)CNC(=O)c2cccc(OCC3CO3)c2)cc1OCC1CO1,397.2348,33.0839
CCN(CCOCCO)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(Nc1ccc(NC(=O)C(CC2CO2)CC2CO2)cc1)NC1CC1,485.2349,44.0295
COCc1ccccc1CNC(CCC(=O)O)C(=O)O,O=C(c1ccc(OCC2CO2)cc1OCC1CO1)N1CCC(Oc2ccccn2)CC1,408.0138,21.1757
C#CCOc1ccccc1NC(=O)C(CCC(=O)O)CCC(=O)O,COc1ccc2nc(OCC3CO3)cc(OCC3CO3)c2c1,417.8921,22.0614
COc1ccc2c(c1)CN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2,CCc1ccccc1NC(=O)CN(C)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,439.493,26.1875
CCN(CCC(=O)O)CCC(=O)O,COc1cc(C(=O)N(CCc2ccccc2)CC2CO2)cc(CC2CO2)c1OC,384.6622,30.0745
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1cccc2c1CCO2,Cn1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)n1,460.9402,5.4812
CC(C)(CC(=O)O)C(=O)NCCOCCCC(=O)O,Cc1ccc(CNC(=O)C(C)OC(=O)c2cc(OCC3CO3)cc(OCC3CO3)c2)cc1,408.1106,32.3036
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NCCCOCCc1ccccc1,CCCOc1cccc(CCNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,357.9656,25.6215
O=C(O)CCCC(=O)NC1CCC(NC(=O)CCCC(=O)O)CC1,N#CCc1ccccc1CC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,402.2501,14.3211
CC(C)C(=O)NC1CC(NCC(=O)N(CCC(=O)O)CCC(=O)O)C1,O=C(O)COc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,427.3063,27.4753
O=CN1CCCN(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,O=C(c1ccc(OCC2CO2)nc1)N1CCCN(C(=O)c2ccccc2OCC2CO2)CC1,438.5113,18.9136
N#Cc1ccc(Oc2cccc(NC(=O)N(CCOCC(=O)O)CCOCC(=O)O)c2)cc1,Cc1ccc(C#N)cc1NC(=O)c1ccc(C)c(OCC2CO2)c1OCC1CO1,462.0526,33.1468
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)CCn2ccc3ccccc32)cc1,Cc1cc(C(=O)C=Cc2ccc(CC(=O)O)cc2)cc(OCC2CO2)c1OCC1CO1,442.5003,16.0866
CC(C)(CCNC(=O)c1ccc(COCC(=O)O)cc1)COCC(=O)O,N#Cc1ccc(C(=O)N2CCC(C(=O)Nc3ccccc3OCC3CO3)CC2)cc1OCC1CO1,434.1521,9.391
O=C(O)COCc1ccc(NC(=O)COc2cccc3ccccc23)cc1COCC(=O)O,Cc1ccc(NC(=O)C(=O)NCc2ccc(OCC3CO3)cc2)c(OCC2CO2)n1,411.4441,16.144
CCn1c(COCc2ccccc2)nnc1N(CCC(=O)O)CCC(=O)O,Cc1ccc(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1,424.4152,30.9669
COc1ncnc(OC)c1C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(CC1CCCCC1)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,457.8053,27.1501
CC(C)(C)c1ccc(O)c(CN(CCOCC(=O)O)CCOCC(=O)O)c1,COc1cc(C)ccc1C(=O)NCCNCC(=O)N(CC1CO1)CC1CO1,400.1969,11.8274
CN1CCN(C(=O)CCNC(=O)C(CCC(=O)O)CCC(=O)O)CC1,CC(C)(C)OCCOC(=O)c1cc(OCC2CO2)cc(OCC2CO2)c1,404.7018,11.8311
O=C(O)CCCC(=O)NCCC1=CCN(CC(=O)NC(=O)NCCC(=O)O)CC1,COc1cc(CNC(=O)N(CC2CO2)CC2CO2)ccc1OC1CCCC1,388.2553,21.5042
CC(C)Oc1ccc(C(=O)O)cc1NC(=O)C(=O)N1CCC(C(=O)O)CC1,COCc1ccc(CNC(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)cc1,490.4511,37.3693
O=C(O)COCCOc1cc(NC(=O)NCc2ccccc2COCC(=O)O)ccn1,O=C(O)c1ccccc1CNC(=O)c1c(OCC2CO2)cccc1OCC1CO1,445.6157,24.7892
COc1cccc(NC(=O)COc2ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc2)c1,COC(=O)c1ccc(NC(=O)c2cnc(OCC3CO3)cc2OC)cc1OCC1CO1,466.5102,28.3499
CCOc1ccc(Oc2cc(CNC(=O)N(CCC(=O)O)CCC(=O)O)ccn2)cc1,O=C(Cc1cccc(C2CC2)c1)NCc1cccc(OCC2CO2)c1OCC1CO1,417.0436,27.1592
NC(=O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O,COC(=O)c1cccc(NC(=O)CNC(=O)c2ccc(OCC3CO3)cc2)c1OCC1CO1,467.0296,36.3122
Cn1nc(CC(=O)N(CCC(=O)O)CCC(=O)O)c2ccccc21,CC(C)N(C)C(=O)c1ccccc1NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,424.3885,16.0273
Cc1oc(CNC(=O)NCCC(=O)O)cc1C(=O)O,O=C(CCCCN1CCCC1)NCc1ccc(OCC2CO2)cc1OCC1CO1,411.1057,13.8815
O=C(O)CCC1(CCC(=O)O)C(=O)N(c2ccccc2)C(=O)N(c2ccccc2)C1=O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)N1CC(COc2ccccc2)C1,493.7326,30.9339
Cc1cc(C(=O)N(CCC(=O)O)CCC(=O)O)ccc1N1CCNC1=O,O=C(NCCc1cccc2cccnc12)N(CC1CO1)CC1CO1,475.2341,19.1414
COc1ccc(OCC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,COc1ccccc1NC(=O)CN1CCN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1,412.8159,16.3024
COCCC(=O)Nc1ccc(COCC(=O)O)c(COCC(=O)O)c1,c1cc(OCC2CO2)cc(Oc2cccc(Oc3cccc(OCC4CO4)c3)c2)c1,385.3692,8.3218
COc1cc(C=CC(=O)c2ccc(CC(=O)O)cc2)ccc1OCCC(=O)O,CCCN(CC)Cc1ccc(C(=O)Nc2cc(COCC3CO3)cc(COCC3CO3)c2)cc1,419.3598,29.5343
CC(=O)c1cccc(NC(=O)CN(CCCOCC(=O)O)CCOCC(=O)O)c1,CCNCc1ccc(OCC2CO2)c(OCC2CO2)c1,379.8555,13.9963
Cc1cc(NC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c(C)c(C)c1O,CCCN(Cc1ccccc1OCC1CO1)C(=O)CCc1ccc(OCC2CO2)cc1,457.484,30.9242
Nc1cccc(COCC(=O)O)c1COCC(=O)O,O=C(Cc1ccc2ccccc2c1)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,389.8947,27.1365
CC1CCC(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)CC1,O=C(Nc1cccc(CCO)c1)c1c(OCC2CO2)cccc1OCC1CO1,436.9228,41.9554
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)N2CC(C3CCC3)C2)cc1,O=C(NCCCOCC1CO1)c1cccc(C(=O)NCCCOCC2CO2)n1,439.9136,25.399
O=C(O)Cc1cccc(NC(=O)CC2(CC(=O)O)CCCC2)c1,CCCOc1cccc(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)c1,433.4503,30.646
COC(=O)C(C)(C)CCN(CCC(=O)O)CCC(=O)O,CC(C)(C)OC(=O)Cc1cccc(NC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,408.6422,18.8363
CN1CCc2ccc(NC(=O)C(CCC(=O)O)CCC(=O)O)cc2C1=O,O=C(COc1ccc(COCC2CO2)cc1)N1CCC(CCCOCC2CO2)CC1,421.9488,18.0303
CN(CCC(=O)O)C(=O)NCCCCCC(=O)O,Cc1ccc(CC(=O)Nc2c(C)cccc2OCC2CO2)cc1OCC1CO1,403.4481,12.8898
