acid,epoxide,tg,std
COC(=O)c1ccc(C(=O)OC)c(NC(=O)C(CCC(=O)O)CCC(=O)O)c1,COc1ccc(C=Nc2ccc(OCC3CO3)cc2)cc1OCC1CO1,433.4884,21.3964
O=C(O)c1cccc(Cn2cc(CN3CCC(C(=O)O)CC3)nn2)c1,Nc1ccc(C(=O)Nc2cccc3ccc(OCC4CO4)cc23)c(OCC2CO2)c1,426.1374,18.2799
CC(C)C(=O)N1CCC(N2CCC(NC(=O)C(CCC(=O)O)CCC(=O)O)CC2)CC1,COc1ccc(CNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1OC,436.4716,20.5489
O=C(O)COCCN(CCOCC(=O)O)C(=O)COc1ccccc1,Cc1cc(C)n(CCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)n1,370.5649,9.9557
CC(CNC(=O)NCCCCCC(=O)O)C(=O)O,CNC(=O)c1ccc(OC)c(NC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,434.1477,20.3714
Cc1ccc(CN2CCC(C(=O)O)(C(=O)O)CC2)cc1,CCn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cn1,486.6106,31.3839
COc1ccc(CNCCNC(=O)C(CCC(=O)O)CCC(=O)O)cc1,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccnc(NC2CCC2)c1,389.3629,25.2864
CC(C)CCOc1ccc(NC(=O)C(=O)NC(COCC(=O)O)COCC(=O)O)cc1,Cc1ccc(C(=O)CCCCCC(=O)c2ccc(C)cc2OCC2CO2)c(OCC2CO2)c1,410.421,20.504
COc1ccc(C(=O)O)c(NC(=O)CCC(=O)O)c1,Cc1nc2ccccc2n1C1CCN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1,480.6698,18.8953
Cc1cccc(CCCN(CCOCC(=O)O)CCOCC(=O)O)c1,CCOCCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1,356.3181,26.34
COc1cc(C(=O)NC(CC(=O)O)C(=O)O)cc(OC)c1OC,COc1ccc(OCC2CO2)c(NC(=O)c2ccc(NC(=O)c3ccc(OCC4CO4)nc3)cc2)c1,493.4831,29.8874
CCCc1ccc(CN(CCOCC(=O)O)CCOCC(=O)O)cc1,Cc1cc(OCC2CO2)c(C)cc1NC(=O)c1cccnc1OCC1CO1,393.6186,28.6929
Cc1ccncc1CCCNc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(Nc1ccc(OCC2CCOCC2)cc1)c1ccc(OCC2CO2)cc1OCC1CO1,410.5354,15.1658
CC(=O)CCc1ccc(OCCC(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)cc1,COC(=O)CCCCCCCNC(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,364.9238,18.851
Cc1cccnc1Oc1ccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)cc1,NC(=O)Nc1ccc(C(=O)OCC(=O)N(CC2CO2)CC2CO2)cc1,481.3655,15.3605
CC(C)CCOCCNCCNC(=O)C(CCC(=O)O)CCC(=O)O,Cc1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)oc1C,402.0605,45.174
COc1ccccc1CN(CC(=O)N(CCC(=O)O)CCC(=O)O)OC,Cc1cc(OCC2CO2)cc(=O)n1CC(=O)Nc1ccccc1OCC1CO1,414.0189,18.2984
COc1ccc2cc(CNC(=O)Nc3ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc3)ccc2c1,Cc1cc(C)c(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1C=O,437.9616,26.9955
CC1(C(=O)N(CCC(=O)O)CCC(=O)O)CCC1,c1cc(COCC2CO2)ccc1CNCCCOCCOCC1CO1,346.5183,25.6412
COC(=O)c1cccc(C(=O)N(CCC(=O)O)CCC(=O)O)c1,O=C(Nc1ccccc1OC1CCCC1)c1cccc(OCC2CO2)c1OCC1CO1,428.7991,27.4915
CCCCC(CCCC)(C(=O)O)C(=O)O,COC(=O)C(C)(C)c1ccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,409.4326,34.8487
O=C(O)CCC(CCC(=O)O)C(=O)N(c1ccccc1)C1CC1,CCc1cccc(NC(=O)N(CCOCC2CO2)CCOCC2CO2)c1,419.3663,34.3339
CC(=O)c1cccc(OCC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)c1,O=C(O)c1cccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1,469.943,27.1019
COC(=O)c1cc(NC(=O)C(CCC(=O)O)CCC(=O)O)c(O)c(OC)c1,COc1ccc(OCC2CO2)c(NC(=O)c2cncc(OCC3CO3)c2)c1,470.1588,13.9427
CCOC1CC(NC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)C1,O=C(CCCn1cccn1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,437.3381,21.0179
COc1cccc2c1CN(C(=O)C(CCC(=O)O)CCC(=O)O)C2,C=Cc1ccc(CCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,407.4797,30.8035
CC(CNC(=O)c1ccc(OCc2ccccc2)cc1)(COCC(=O)O)COCC(=O)O,CC(C)OCc1cccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,407.4445,21.8314
CCN(CC1CCC1)C(=O)C(CCC(=O)O)CCC(=O)O,COc1cc(OCC2CO2)c2ncccc2c1OCC1CO1,398.7933,18.8841
COc1ccccc1OCCC(=O)Nc1cc(COCC(=O)O)cc(COCC(=O)O)c1,CC(C)CNC(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,399.3624,14.6642
O=C(O)COCC(COCC(=O)O)NC(=O)NC1CCN(Cc2ccccc2)CC1,Cc1cccc(OCCNC(=O)N(CC2CO2)CC2CO2)c1,412.3774,28.2152
O=C(O)CC1C(=O)NCCN1C(=O)c1ccc(C(=O)O)cc1,COc1ccc(C(=O)NC(=O)COC(=O)c2cc(OCC3CO3)cc(OCC3CO3)c2)cc1,463.6745,37.4118
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)NCC2(O)CCC2)cc1,Cc1ccc(CN2CCc3ccc(OCC4CO4)cc3CC2)c(OCC2CO2)c1,416.4395,15.3053
COc1ccc(CNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c(OC)c1,Cc1nc(CNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)nc2ccccc12,400.3656,17.4614
O=C(O)CCN(CCC(=O)O)Cc1cccn1C1CC1,CN(c1ccccc1)c1ccccc1C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,399.2772,19.8827
CC(C)(CCNC(=O)Nc1ccc(C(=O)O)nn1)C(=O)O,CCOc1ccc(NC(=O)CNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,462.7527,34.2441
COc1cc(C(=O)O)ccc1NN=Cc1ccc(C(=O)O)nc1,COCCCOc1cccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,414.1269,20.3229
CC(=O)CCC(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O,Cc1cccc(C(C)C)c1NC(=O)CN(CC1CO1)CC1CO1,403.6405,21.7319
CCN(C(=O)C(CCC(=O)O)CCC(=O)O)C1CCN(C)CC1,Cn1cc(CCCNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cn1,383.4878,33.6519
CNc1ccccc1C(=O)Nc1ccc(COCC(=O)O)c(COCC(=O)O)c1,CCCCCCCCCCCC(=O)c1ccc(OCC2CO2)c(OCC2CO2)c1,383.8117,18.7371
Cc1ccc(CNC(=O)N(CCC(=O)O)CCC(=O)O)nc1,COc1cc(C(=O)Nc2cccc3ncnc(OCC4CO4)c23)ccc1OCC1CO1,447.8591,14.1717
CC(C)(C)NC(=O)CNC1CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC1,O=C(CN1CCCN(C2CCCC2)CC1)N(CC1CO1)CC1CO1,444.1305,31.4505
CC(C)N(Cc1ccco1)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CN1C(=O)COc2cc(NC(=O)c3ccc(OCC4CO4)cc3OCC3CO3)ccc21,506.8605,43.2162
COc1cccc(OCCN(CCC(=O)O)CCC(=O)O)c1,Cc1ccc(CCNC(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)cc1,376.8063,32.8783
CC(C)CN(C)CC(=O)N(CCC(=O)O)CCC(=O)O,O=C(OCC(=O)N(CC1CO1)CC1CO1)c1ccc2nccnc2c1,428.4801,36.9016
CCN(CCCO)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,Cc1ccc(CC(=O)N2CCc3c(cccc3OCC3CO3)C2)cc1OCC1CO1,435.5171,24.157
CCN(Cc1ccc(C)cc1)C(=O)C(CCC(=O)O)CCC(=O)O,c1ccc(CC(COCC2CO2)NCc2ccc(COCC3CO3)cc2)cc1,360.9945,12.5456
Cn1cnc2cc(CNC(=O)C(CCC(=O)O)CCC(=O)O)ccc21,CCOc1ccc(OCC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,389.6189,13.5056
CC(C)COc1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,CN(C)Cc1ccccc1CNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,422.7896,28.7819
COc1cc(C(=O)OCCC(=O)O)cc(CCC(=O)O)c1OC,COc1ccc(OCCN(C)C(=O)C(CC2CO2)CC2CO2)cc1,404.947,24.5368
O=C(O)COc1cccc(C=NNc2ccc(C(=O)O)cc2)c1,COc1cc(CCC(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)cc(OC)c1,416.4998,11.2439
O=C(O)CCN(CCC(=O)O)C(=O)CCc1nc2ccccc2o1,CC(C)COc1ncccc1C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,415.9676,39.3915
CC(C)(C)OC(=O)CCC(=O)N(CCC(=O)O)CCC(=O)O,Cc1cccc(C(=O)N2CCN(Cc3ccc(OCC4CO4)cc3)CC2)c1OCC1CO1,394.6456,16.895
O=C(O)CCN(Cc1ccncc1)C(=O)c1cccc(OCC(=O)O)c1,Cc1ccc(NC(=O)c2c(C)cccc2OCC2CO2)cc1OCC1CO1,449.7089,22.3109
COc1ccc(OCCC(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)cc1,O=C(Nc1ccc(COc2ccccc2)cc1)N(CC1CO1)CC1CO1,413.3137,36.0856
CC1(C)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc21,CC(C)COc1ncccc1C(=O)NCc1ccc(OCC2CO2)cc1OCC1CO1,438.7478,26.5412
COc1ccc(CNc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1,O=C(OCC(=O)N(Cc1ccccc1)C1CC1)c1ccc(OCC2CO2)cc1OCC1CO1,396.954,34.1662
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NCCC1CCCCC1,CCCOc1ccc(CN(CC2CO2)CC2CO2)cc1OC,358.3099,15.1629
O=C(O)CCC(CCC(=O)O)C(=O)NCCNCC(=O)NCc1ccccc1,COc1ccc(COCCNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,364.2511,25.9013
Cc1cc(C)cc(OCC(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(Nc1ccccc1OCC1CO1)C1CCN(Cc2ccc(OCC3CO3)cc2)CC1,419.1931,30.9092
CCOCCOCCN1CCC(C(=O)O)(C(=O)O)CC1,CCC(Oc1ccccc1C)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,412.5747,20.906
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1cccc(N2CCCC2)c1,O=C(Nc1ccc(Cc2ccncc2)cc1)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1,466.1065,26.1011
O=C(O)C(CCCCC(C(=O)O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,COc1cc(OCC2CO2)ncc1C(=O)NCCCc1ccc(OCC2CO2)cc1,473.7302,18.8374
O=C(O)CCCNC(=O)NCc1cn(CCC(=O)O)nn1,O=C(NCc1cccc(CN2CCCCCC2)c1)c1ccc(OCC2CO2)cc1OCC1CO1,401.6375,14.785
Cc1cc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n(C)n1,CC1(C)CCCCN(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)C1,462.0509,25.8638
CCCOc1cc(C)ccc1NC(=O)N(CCOCC(=O)O)CCOCC(=O)O,Cc1cc(NC(=O)c2ccc(C)c(OCC3CO3)c2)cc(OCC2CO2)c1,442.1742,23.9422
N#Cc1cc(C(=O)O)cc(C(=O)O)c1,c1cnc(OCC2CO2)c(OCC2CO2)c1,459.7375,22.2616
COc1ccc(C(=O)Nc2ncccc2COCC(=O)O)cc1OCCOCC(=O)O,CCc1ccccc1NC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,431.8871,23.5901
Cc1cc(OCC(=O)N(CCC(=O)O)CCC(=O)O)no1,CC(C)C(=O)NCc1cccc(OCC2CO2)c1OCC1CO1,396.6697,7.5948
Cc1ccc(C2=CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)cc1,c1ccc(Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,385.7561,16.2415
O=C(O)CCN(CCC(=O)O)C(=O)NC1CCN(C2CCCC2)CC1,CNC(=O)c1cccc(NCC(=O)N(CC2CO2)CC2CO2)c1,436.334,24.2536
CCc1ncc(CN(CCC(=O)O)CCC(=O)O)cn1,CC(C)c1ccccc1NCC(=O)N(CC1CO1)CC1CO1,399.5731,13.0348
O=C(O)CCOc1ccccc1CNC(=O)C1(CCC(=O)O)CCC1,NC(=O)c1cccc(N=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,401.0536,31.0498
O=C(O)c1ccc(CNc2ccccc2C(=O)O)cc1,COCCOc1cc(C)ccc1NC(=O)c1ccc(C)c(OCC2CO2)c1OCC1CO1,456.8078,5.8321
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)N2CCN(C3CCC3)CC2)cc1,CCOCCn1cc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)cn1,442.9726,50.0858
O=C(O)CCCC(=O)CCC(=O)O,O=C(CCN1C(=O)CCc2ccccc21)OCC(=O)N(CC1CO1)CC1CO1,438.2222,9.0811
COCCCOc1cccc(C(=O)N(CCC(=O)O)CCC(=O)O)c1C,CCCCN(CCCOCC1CO1)C(=O)c1ccc(COCC2CO2)cc1OC,363.0676,16.2133
CC(=O)N(Cc1ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1)C1CC1,O=C(Cc1ccc(OCC2CO2)c(OCC2CO2)c1)NC(C(=O)O)c1ccccc1,451.9202,30.9189
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)N2CCN(C3CCC3)CC2)cc1,COc1ccc(C(=O)N2CCN(C(=O)c3ccc(OCC4CO4)cc3OCC3CO3)CC2)c(OC)c1,445.1884,16.9656
N#CCCN(CCC(=O)O)C(=O)COCCC(=O)O,Cc1cccc(C(=O)N2CCC(C(=O)c3ccc(OCC4CO4)cc3)CC2)c1OCC1CO1,422.6826,16.1696
CC(C)(CC(=O)O)C(=O)NCCNCCCC(=O)O,O=C(Nc1ccc(C2CCC2)cc1)N(CC1CO1)CC1CO1,397.128,63.9448
Cn1cc(NC(=O)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cn1,O=C(Nc1cccc(COc2ccc3c(c2)OCO3)c1)N(CC1CO1)CC1CO1,450.5443,52.3036
O=C(O)COCCN(CCOCC(=O)O)C1CCN(C(=O)c2ccccn2)CC1,O=C(C=Cc1ccc(OCc2ccncc2)cc1)c1cc(OCC2CO2)ccc1OCC1CO1,398.4909,28.7922
O=C(O)CCC(CCC(=O)O)C(=O)Nc1ccc(OCCN2C(=O)c3ccccc3C2=O)cc1,COc1cc(OC)cc(C(=O)N(CC2CO2)CC2CO2)c1,463.8368,27.1217
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)N2CCC(CO)(c3ccccc3)CC2)cc1,O=C(CN1C(=O)COc2ccccc21)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,438.1208,18.0428
O=C(O)CCN(CCC(=O)O)C(=O)Nc1c(C(=O)N2CCOCC2)oc2ccccc12,CCCc1ccccc1NC(=O)C(CC1CO1)CC1CO1,462.6392,29.0452
O=C(O)COCCN(CCOCC(=O)O)c1ccc(O)cc1,COc1ccc(C)cc1CNC(=O)c1cccc(OCC2CO2)c1OCC1CO1,409.4593,22.1885
O=C(O)CCC(CCC(=O)O)C(=O)N(Cc1ccco1)Cc1ccccc1O,COC(=O)c1ccc(C(=O)O)cc1NC(=O)N(CC1CO1)CC1CO1,472.2933,18.5613
CCCn1ncc(C(=O)N(CCC(=O)O)CCC(=O)O)c1C,CCn1c(CCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)nc2ccccc21,409.6907,25.953
O=C(O)CCCOCC(=O)N(CCC(=O)O)c1ccccc1,NC(=O)c1cccc(Oc2ccc(NC(=O)C(=O)N(CC3CO3)CC3CO3)cc2)c1,454.1458,25.1711
CC=Cc1ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc2c1OCO2,499.6176,33.9436
CCN(CC)C(=O)CNC(=O)N(CCC(=O)O)CCC(=O)O,Cc1ccc(C(=O)Nc2ccc(OCC3CO3)c(C)c2)c(OCC2CO2)c1,424.1077,33.7982
Cc1oc(C(=O)NCCc2ccc(COCC(=O)O)cc2)cc1COCC(=O)O,O=C(NCCNc1ccccc1)c1cccc(OCC2CO2)c1OCC1CO1,400.5957,26.9219
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1cccc(C(=O)NCc2ccccn2)c1,CC(Nc1ccc(NC(=O)NCC2CO2)cc1)C(=O)NCC1CO1,487.5044,37.6494
Cc1ccccc1NC(=O)CN(CCCOCC(=O)O)CCOCC(=O)O,O=C(c1ccc(OCC2CO2)cc1OCC1CO1)N1CCN(c2ccccn2)CC1,384.6755,18.5529
CCc1ccc(CN(C)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)cc1,O=C(COC(=O)c1cccc(OCC2CO2)c1OCC1CO1)NCC(=O)N1CCCC1,446.1549,14.6641
CC(C)(C(=O)N(CCC(=O)O)CCC(=O)O)c1ccc2c(c1)OCO2,COc1cc(CN(C)C(=O)c2ccc3ccccc3c2OCC2CO2)ccc1OCC1CO1,423.9205,27.6523
COc1ccc(C(=O)N(CCCCOCC(=O)O)C2CC2)cc1OCCOCC(=O)O,O=C(NC1CCCc2ccccc21)c1ccc(OCC2CO2)cc1OCC1CO1,405.2864,21.7157
CCN(Cc1ccc2c(c1)OCCO2)C(=O)CN(CCC(=O)O)CCC(=O)O,CNC(=O)c1ccc(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc1,445.7797,10.946
Cc1ccc(N=Cc2ccc(OCCC(=O)O)cc2OCCC(=O)O)cc1,Cc1cc(OCC2CO2)ccc1NC(=O)c1cccc(C(=O)Nc2ccc(OCC3CO3)cc2C)c1,442.5495,15.2533
COCCCCNCCCCCCNC(=O)C(CCC(=O)O)CCC(=O)O,Cc1nc(OCC2CO2)ccc1C(=O)N1CCC(C(=O)Nc2ccc(OCC3CO3)cc2)CC1,381.5024,22.6555
C=C(C)COc1cc(CNCCCC(C(=O)O)C(=O)O)ccc1OC,CCc1ccccc1CNC(=O)c1c(OCC2CO2)cccc1OCC1CO1,372.0347,13.5464
O=C(O)CC1(NCCOc2cccc(C(=O)O)c2)CCOCC1,O=C(Nc1ccc(CN2CCCC2=O)cc1)C(CC1CO1)CC1CO1,436.1463,13.1718
O=C(O)CCCN1CC(CNC(=O)c2ccc(OCCC(=O)O)cc2)C1,Cc1ccc(CCNC(=O)N(CC2CO2)CC2CO2)cn1,406.1444,27.5941
O=C(O)COCCN(CCOCC(=O)O)Cc1cccc2c1CCC2,O=C(Nc1ncn(Cc2ccccc2)n1)c1cccc(OCC2CO2)c1OCC1CO1,395.0176,21.5747
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,CCc1cccc(CNCCc2ccc(OCC3CO3)cc2)c1OCC1CO1,372.0398,22.4286
CN(c1ccccc1)c1ccc(CN(CCOCC(=O)O)CCOCC(=O)O)cc1,O=C(Nc1ncccc1OCC1CO1)c1cc(OCC2CO2)nc2ccccc12,411.3466,9.9329
COc1ccccc1CCCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,CN(C(=O)c1ccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1)C1CCCCC1,490.1753,32.4196
O=C(O)CCC(CCC(=O)O)C(=O)N1CCN(CC(=O)N2CCNC(=O)C2)CC1,NC(=O)COc1cccc(CNC(=O)N(CC2CO2)CC2CO2)c1,418.0684,25.2183
O=C(O)COCCOCCCNC(=O)Nc1ccnc(OCCOCC(=O)O)c1,CCOC(=O)COc1cccc(NC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,404.2073,29.7781
O=C(O)CCNCC1(CCNC(=O)c2ccccc2OCCC(=O)O)CC1,Cc1ccc(CNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,400.1141,25.3862
Cc1cc(C)c(C(=O)O)cc1C=CC(=O)c1ccc(OCC(=O)O)cc1,N#Cc1cccc(CN(CC2CO2)C(=O)CCC2CO2)c1,436.0281,29.29
O=C(O)COCCN(CCOCC(=O)O)CC(=O)NCC1CCCCC1,CN(C(=O)c1cccc(OCC2CO2)c1OCC1CO1)C1CCCCCCC1,385.3507,39.602
CCOc1cc(C(=O)Nc2cc(C(=O)O)ccc2C)ccc1OCC(=O)O,CC(CCNC(=O)c1ccc(OCC2CO2)cc1)NC(=O)COCC1CO1,456.7311,18.9785
CCCCCCCNC(=O)NC(COCC(=O)O)COCC(=O)O,CCN(CC)C(=O)CCCNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,381.1694,42.52
O=C(O)c1ncn(C(c2ccccc2)c2ccccc2)c1C(=O)O,CN(Cc1ccc(OCC(=O)O)cc1)C(=O)c1cccc(OCC2CO2)c1OCC1CO1,474.7268,13.0738
CCCNC(=O)c1ccc(NC(=O)C(=O)N(CCCOCC(=O)O)CCOCC(=O)O)cc1,CCNC(=O)COc1ccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,420.7785,14.5743
CN(CCCOCC(=O)O)C1CCN(C(=O)COCC(=O)O)CC1,CC(C)Oc1ncccc1C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,382.4684,21.1064
COc1cc(CNC(COCC(=O)O)COCC(=O)O)cc(OC)c1OCc1ccccc1,c1ccc(Cc2noc(CN(CC3CO3)CC3CO3)n2)cc1,366.1549,18.389
CN1CC(=Cc2cccc(C(=O)O)c2)c2nc3ccccc3c(C(=O)O)c2C1,COc1cc(CNC(=O)Cc2ccccc2COCC2CO2)ccc1OCCOCC1CO1,432.2451,20.9665
O=C(O)CCOc1ccccc1C(=O)N1CCCN(C(=O)c2ccccc2OCCC(=O)O)CC1,Cc1ccc(CN(CC2CO2)CC2CO2)cc1C,395.5111,11.8624
CCc1oc(CN(C)CCC(=O)O)cc1C(=O)O,c1ccc(CN2CCN(Cc3ccccc3OCCOCC3CO3)CC2)c(COCC2CO2)c1,357.4884,14.3822
O=C(O)COCCN(CCOCC(=O)O)C(=O)Nc1ccc(Oc2ccccn2)cc1,CC(C)OCc1ccc(CNC(=O)COC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)cc1,386.3612,13.3921
CCNC(=O)c1cccc(NC(=O)CN(CCC(=O)O)CCC(=O)O)c1,Cc1cccc(CC(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,406.2836,15.6886
COC(=O)c1ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n1C,Cc1cc(NC(=O)N(CC2CO2)CC2CO2)c2ncccc2c1,473.8086,34.9537
CC(CNC(=O)Nc1ccc(C(=O)NCc2ccccc2)cc1)(COCC(=O)O)COCC(=O)O,Cc1cc(OCC2CO2)ccc1NC(=O)COCC(=O)Nc1ccc(OCC2CO2)cc1C,441.875,23.3736
COC(=O)c1cccc(NC(=O)C(CCC(=O)O)CCC(=O)O)c1OC(C)C,Cc1ccccc1N1CCN(C(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)CC1,453.5183,18.4447
O=C(O)CC1(NC(=O)C(=O)Nc2cccc(C(=O)O)c2)CCC1,O=C(NCCc1cccc2cccnc12)c1ccc(OCC2CO2)cc1OCC1CO1,443.7788,29.3164
CCN(CC)C(=O)CN1CCC(NC(=O)C(CCC(=O)O)CCC(=O)O)CC1,CCN(CCC(=O)O)C(=O)Cc1ccc(OCC2CO2)c(OCC2CO2)c1,422.1771,41.9257
O=C(O)CCCOc1ccc(NC(=O)C(=O)N2CCC(C(=O)O)C2)cc1,NCc1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccn1,448.0539,32.4134
CC(C)Oc1cc(C(N)=O)ccc1NCC(=O)N(CCC(=O)O)CCC(=O)O,CCc1ccc(OCC2CO2)c(C(=O)NCc2cc(C)nc(OCC3CO3)c2)c1,456.5691,17.806
O=C(O)CCN(CCC(=O)O)C(=O)NCCC(c1ccccc1)c1ccccc1,CC(CC(=O)NCCc1ccc(OCC2CO2)cc1)CC(=O)NCCc1ccc(OCC2CO2)cc1,406.1126,22.793
CCOc1ccc(CNC(CCCC(=O)O)C(=O)O)cc1,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1)N1CCCc2ccccc21,392.5313,27.7713
O=C(O)CCCC=NNc1ccc(C(=O)O)cn1,O=C(NC(CO)CCC1CO1)c1ccc(OCC2CO2)cc1,418.439,16.2117
O=C(O)CCCCNCCNC(=O)c1ccccc1OCCC(=O)O,O=C(O)Nc1ccc(CCNC(=O)C(CC2CO2)CC2CO2)cc1,430.9324,25.4763
O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)CCN1C(=O)COc2ccccc21,O=C(Nc1ccc(CNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc1)c1ccco1,457.2168,19.3059
O=C(Cc1ccccc1)Nc1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1,O=C(NCCO)c1cccc(OCC(=O)N(CC2CO2)CC2CO2)c1,450.9308,47.7198
O=C(O)CCCN1CCCCC(NC(=O)c2ccccc2OCCC(=O)O)C1,CCOc1cc(NC(=O)N(CC2CO2)CC2CO2)ccc1C,433.704,8.9818
NC(=O)NCCC(=O)Nc1cc(COCC(=O)O)cc(COCC(=O)O)c1,O=C(OCC1CO1)C(CC1CO1)c1ccccc1,435.266,8.5961
Cc1ccc(C#N)cc1NCC(=O)N(CCC(=O)O)CCC(=O)O,CCCN(Cc1ccccc1OCC1CO1)C(=O)CNC(=O)Cc1ccc(OCC2CO2)cc1,410.9367,33.9662
